Category,Title,Content,Date,URL,Media
정치,"추경호 ""우원식은 타협 애쓴 존경하는 선배…여야 협치 가교 기대""","""의대증원 고비 넘겨…의료인, 의료개혁특위 동참해달라""
""민주화운동은 잊지 말아야 할 역사…5·18 정신 계승해야""
추경호 국민의힘 원내대표가 17일 오전 서울 여의도 국회에서 열린 원내대책회의에서 모두발언을 하고 있다. 2024.5.17/뉴스1 ⓒ News1 이광호 기자


(서울=뉴스1) 박기호 신윤하 기자 = 추경호 국민의힘 원내대표는 17일 22대 국회 전반기 국회의장 후보로 선출된 우원식 더불어민주당 의원을 향해 ""국회에서 여야 간 갈등과 투쟁보다는 대화, 타협을 통한 협치가 이뤄질 수 있게 가교 역할을 해주실 것으로 기대한다""고 밝혔다.

추 원내대표는 이날 오전 국회에서 열린 원내대책회의에서 ""우원식 국회의장 후보 선출에 환영한다""며 이같이 말했다.

과거 기획재정부 장관 시절 국회 예산결산특별위원장을 지낸 우 의원과 손발을 맞췄고 상임위원회에서 함께 활동했던 인연을 언급한 추 원내대표는 ""우 의원은 평소에도 존경하고 좋아하는 선배 의원으로 과거 (정치권의) 주요 고비마다 타협을 위해 애쓰시던 모습이 생생하다""고 전했다.

이어 ""지금 우리 국회는 산적한 민생 현안 해결이 급선무""라며 ""국회는 국민에 대한 무한책임을 진다는 자세로 임해야 한다는 데 이견이 없을 것""이라고 했다. 그는 ""국회란 대화하는 기류가 중요하고 여야 간 협상과 협의를 존중할 것이라는 우 의원의 말씀에 울림이 느껴지고 기대가 크다""고 했다.

법원이 전날 의료계가 낸 의대 증원 집행정지 신청을 기각한 데 대해선 ""정부가 추진해 온 의대 증원과 의료 개혁이 고비를 넘을 수 있는 계기가 됐다""고 평했다.

추 원내대표는 ""사법부 판단이 모든 문제를 해결할 수 있는 것은 아니지만 더 이상 국민들께서 혼란을 느끼시지 않도록 정부와 긴밀한 협조 체제를 이어가겠다""며 ""의료인 여러분께도 본연의 자리로 돌아와 주길 바란다고 호소드린다""고 했다.

그는 ""의료인의 요구가 반영될 수 있게 의료 개혁 특위에 동참해달라""며 ""의료인의 목소리를 담아내면서 의료 개혁이 성공적으로 추진될 수 있도록 당과 정부는 최선의 노력을 다할 것""이라고 했다.

하루 앞으로 다가온 5·18 민주화운동 44주기와 관련해선 ""5·18 민주화운동은 우리가 잊지 말아야 할 역사""라며 ""5·18 정신이 잘 계승될 수 있도록 국회 차원의 역할을 다할 것""이라고 약속했다.",2024.05.17. 오전 9:34,https://n.news.naver.com/mnews/article/421/0007544850,뉴스1
정치,"민주당 “‘라인야후 사태’ 국회 차원 항의 결의안 추진 예정”","더불어민주당이 ‘라인야후 사태’와 관련해 국회 차원에서 항의 결안안을 추진하기로 했습니다.

황정아 민주당 대변인은 오늘(17일) 민주당 최고위원회 뒤 기자들과 만나 “다음 주 국회 과학기술정보방송통신위원회에서 현안 질의를 할 예정”이라며 이같이 밝혔습니다.

아울러 ‘해병대원 특검법’에 대해 윤석열 대통령이 재의요구권(거부권)을 행사할 경우 22대 국회 민주당 당선인 전원이 시민사회와 공동으로 규탄대회를 준비할 예정이라고 설명했습니다.

지난 13일 박상우 국토부 장관이 ‘전세 사기 대책 관련 질의응답’에서 “그 전에는 전세를 얻는 젊은 분들이 덜렁덜렁 계약했던 부분이 있지 않을까 싶다”는 발언에 대해서는 “역대급 망언”이라고 비판했습니다.

황 대변인은 “사회적 재난임에도 불구하고 희생된 피해자에 대해서 일말의 책임감도 찾아볼 수 없는 망언이라고 생각한다”면서 “국토부 장관의 해명으로 끝나는 게 아니라 망언에 대한 대국민 사과, 사퇴 촉구까지 요청할 예정이다”고 말했습니다.
이어 국민의힘을 향해선 “‘전세 사기 피해자 특별지원법 개정안’ 수용을 요청하고 본회의에서 통과에 협조해 줄 것을 촉구할 예정”이라고 밝혔습니다.

■ 제보하기
▷ 전화 : 02-781-1234, 4444
▷ 이메일 : kbs1234@kbs.co.kr
▷ 카카오톡 : 'KBS제보' 검색, 채널 추가
▷ 네이버, 유튜브에서 KBS뉴스를 구독해주세요!",2024.05.17. 오전 9:57,https://n.news.naver.com/mnews/article/056/0011722921,KBS
정치,"이재명 ""기계적 중립 아닌 민심 중점"" 우원식 ""의장 권한 최대한 살릴 것""","이·우, 접견해 상호 동반자적 관계 강조…""사회개혁 가치 동반자""
우 ""기본사회 비전, 한국 미래 될 수 있게 지원 아끼지 않을 것""
이 ""당적 벗어나더라도 본래 지향과 가치 버리지 않을 것 확신""
[서울=뉴시스] 고승민 기자 = 더불어민주당 이재명 대표와 우원식 국회의장 후보가 16일 서울 여의도 국회에서 만나 손을 잡고 있다. 2024.05.16. kkssmm99@newsis.com


[서울=뉴시스]조재완 김경록 기자 = 이재명 더불어민주당 대표와 국회의장 후보로 선출된 우원식 의원이 16일 만나 상호동반자적 협력 관계를 강조했다.

우 의원은 ""국회가 민심에 맞지 않게 흘러간다면 국회의 대표로서 국회법이 규정하는 의장의 권한을 최대한 살려나가겠다""고 다짐했고, 이 대표는 ""기계적 중립이 아니라 민심과 민의를 중심에 둘 것으로 믿는다""고 화답했다.

이 대표와 우 의원은 이날 오후 국회 본청 당대표실에서 만나 이 같은 대화를 나눴다.

우 의원은 "" 22대 전반기 국회 2년동안 민주당과 국회가 국민의 삶을 책임지는 성과를 내는 것에 집중하고 늘 그래왔듯 이 대표와 긴밀히 소통하며 일을 해나갈 것""이라며 ""저는 민심을 받드는 의장이 돼서 민생국회, 개혁국회를 반드시 실천하겠다""고 포부를 밝혔다.

그는 ""지금 후보가 되면서부터 무엇이 국민에게 도움이 되는가, 어떤 것이 올바른 길인가에 기준을 두고 판단해 나가려 한다""며 ""그러나 민심에 맞지 않게 흘러간다면 국회의 대표로서 국회법이 규정하는 의장의 권한을 최대한 살려나가는 것도 한편으로 함께 하겠다""고 강조했다.

특히 이재명 대표의 대표 정책인 '기본사회 비전'에 대한 지원을 약속했다.

그는 ""이 대표가 함께 꿈꿔온 기본사회라는 비전이 대한민국의 미래될 수 있게 의장으로서 지원을 아끼지 않겠다""며""저도 기본사회 수석부위원장으로서 그동안 우리나라가 가야될 길은 모든 국민이 기본적 권리를 누릴 수 있는 사회라 생각하기 때문에 이 일을 손 놓고 있을 수 없다""고 힘줘 말했다.

그는 '명심 이변 논란'을 의식한 듯 ""이 대표의 대선 경선 선거대책위원장을 맡아 지금까지 사회경제 개혁 가치 동반자로서 함께 해왔는데 이번 의장 선거를 두고 명심과 당심을 부풀리는 기사가 많아 혼선이 있었다""고 말했다.

이어 ""명심과 당심은 민심과 연결돼 있고, 민심의 물꼬를 어떻게 트느냐가 우리에게 가장 중요한 과제였기 때문에 당선자과 국회의원 모두가 집중한 결과가 오늘의 결과""라고 설명했다.

그러면서 ""이런 논란은 민주당 화합에 도움이 되지 않고 저는 아직도 민주당 당원이기 때문에 우리 모두 민주당이란 사실에 변함이 없다는 말씀을 드리며 최선을 다해 맡겨진 일을 하겠다""고 다짐했다.

[서울=뉴시스] 고승민 기자 = 이재명 더불어민주당 대표가 16일 서울 여의도 국회에서 우원식 국회의장을 만나 인사말을 하고 있다. 2024.05.16. kkssmm99@newsis.com


이에 이 대표는 우 의원에게 축하 인사를 건네며 ""당내서 개혁적이고 진보적인 정책을 추진해왔다"", ""가장 현장에서 가까운 정치인""이라며 우 의원을 치켜세웠다.

그는 우 의원을 두고 ""생각도 저와 일치하는 부분이 많다""며 ""(우 의원은) 제가 중점을 두는 기본사회위 수석부위원장을 맡아 전국을 조직하고 정책을 확산하는 역할을 크게 했다""고 평가했다.

이어 ""민생의장과 개혁의장, 현장과 함께 하겠다는 말을 출마하면서 (우 의원이) 했던 것으로 안다""며 ""평소 가진 생각을 표현한 것 같다. 앞으로도 이 말씀에서 벗어나지 않을 것이란 확신을 가진다""고 말했다.

이 대표는 나아가 ""국정이 행정부에서 일방 폭주, 퇴행하며 국민의 삶이 무너지고 대한민국이 지금껏 만든 성과가 크게 훼손되는 마당""이라며 ""국회가 좀 더 전면에 나서서 3부의 축으로서 국정의 횡포와 역주행을 막고 국민의 뜻이 일상적으로 국정에 반영되도록 하는 민의의 전당 역할을 하는 데 우 후보가 충분히 아주 잘 역할을 수행해줄 것으로 확신한다""고 당부했다.

또 ""(우 의원이) 평소 이런 말을 한 것으로 안다. 정치는 약자의 가장 강한 무기이고 몸의 중심은 심장이 아닌 아픈 곳이라고 했다""며 ""말이 아니라 일상 속에서 정치 속에서 이 가치와 신념의 실현을 위해 애써온 것이 분명하기 때문에 민주당의 당적을 벗어나 국회의장으로서 대한민국의 국회를 이끄는 중요한 역할을 중립적으로 맡게 되더라도 가지고 있던 본래 지향과 가치를 결코 버리지 않을 것으로 확신한다""고 했다.

그러면서 ""국민의 삶이 매우 심한 위기에 처해있는데 이 엄혹한 환경에서 국민에게 희망을 만들어주고 국가의 미래도 개척해줄 것으로 기대한다""고 했다.

우 의원은 같은날 오전 열린 의원총회에서 당초 유력 후보로 예상된 6선 추미애 의원을 제치고 민주당 국회의장 후보로 선출됐다. '명심'을 앞세운 추 의원을 누르고 우 의원이 당선되자 정치권에선 이변이란 반응이 쏟아졌다．",2024.05.16. 오후 5:21,https://n.news.naver.com/mnews/article/003/0012550031,뉴시스
정치,"조국 ""'7포인트' 개헌 제안…尹 명예롭게 임기 단축하라""","대통령 4년 중임제 개헌, 검사 영장 신청권 삭제 등 제안
""尹 임기단축 받아들이면 헌법 바꾸는 데 기여한 대통령으로 남아""
""검찰 입맛 맞게 인신 구속하고 정치적으로 이용 못하게 해야""
조국혁신당 조국 대표가 발언을 하고 있다. 윤창원 기자

조국혁신당 조국 대표는 17일 '세븐(7) 포인트', 즉 대통령 4년 중임제 등 최소한의 7가지 사항을 개헌안에 담자며 윤석열 대통령에게 ""명예롭게 임기를 단축하도록 동의하라""고 요구했다.

조 대표는 이날 오전 국회 소통관에서 기자회견을 열고 ""7공화국 개헌에 반드시 담아야 할 최소한의 개정사항 7가지를 제시한다""며 이같이 말했다.

조 대표가 제시한 '세븐 포인트'는 △부마 민주항쟁, 5.18 민주화운동, 6.10 민주항쟁의 헌법 전문 수록 △'수도는 법률로 정한다'는 조항 신설 △대통령 4년 중임제 개헌 △검사 영장 신청권 삭제 △사회권 강화 일반 조항 신설 △동일가치 노동, 동일수준 임금 명문화 △토지공개념 강화다.

윤석열 대통령과 훈 마넷 캄보디아 총리가 16일 서울 용산 대통령실 청사에서 열린 한·캄보디아 정상회담에서 기념촬영 뒤 자리로 향하고 있다. 연합뉴스

특히 4년 중임제 개헌에 대해 조 대표는 ""대통령 선거와 지방선거를 같이 하는 것이 맞고, 그 전에 국민투표를 하는 것이 맞다고 보는데 개헌특위에서 논의할 수 있다""며 ""윤석열 대통령께서 명예롭게 자신의 임기를 단축하도록 동의한다면 국정운영의 실패·비리·무능·무책임에도 불구하고 헌법을 바꿨다는 점에 있어서 기여한 대통령으로 역사에 남을 것""이라고 강조했다.

같은 당 박은정 당선인은 이른바 '검수완박(검찰 수사권 완전 박탈)'을 연상케 하는 영장신청권 삭제에 대해 ""검찰의 권한 남용을 막기 위해서는 수사권과 기소권을 분리하는 동시에, 검찰의 입맛에 따라 인신을 구속하고 이를 정치적으로 이용하지 못하게 해야 한다""며 ""검사만이 영장청구권을 가진다면 헌법의 근거조항을 개정해야 한다. 인신을 구속하는 영장청구권이 민주적으로 통제되고 국민들의 감시를 받아서 남용을 막는 하나의 수단이 될 수 있다고 생각한다""고 말했다.

조 대표는 더불어민주당 윤호중 의원 등이 대통령 거부권 제한 등을 위한 '원 포인트 개헌'을 제안하는 데 대해서는 ""개헌을 한다고 하면 나라 전체를 바꾸고 국민투표도 해야 하는데, 거부권 제한 한 가지만 갖고 개헌을 하면 동원될 국력이 아깝지 않겠나""며 ""개헌해야 할 사항이 한두 개가 아니고, 우리 당 입장에선 최소 7개를 뽑았다""고 설명했다.



※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.
이메일 : jebo@cbs.co.kr
카카오톡 : @노컷뉴스
사이트 : https://url.kr/b71afn",2024.05.17. 오전 10:24,https://n.news.naver.com/mnews/article/079/0003895942,노컷뉴스
정치,"與, 5·18 단체 만나 ""개헌 통해 5월 정신 담아내겠다""","국민의힘 지도부는 5·18 민주화운동 44주년을 이틀 앞두고, 관련 단체들과 간담회를 열어 5·18 정신의 헌법 전문 수록을 위한 개헌 찬성 입장을 강조했습니다.

황우여 비상대책위원장은 당이 지난 총선에서도 5·18 정신 헌법 전문 수록을 공약으로 발표했고, 여건이 무르익으면 여야 간 초당적 협의를 토대로 개헌을 통해 반드시 담아내야 한다고 강조한 바 있다며 이같이 밝혔습니다.

추경호 원내대표도 5·18 민주화 운동의 역사적 의미를 훼손하는 어떠한 발언에도 동의하지 않는다며, 앞으로도 자유와 인권의 5·18 정신이 이어지도록 노력하겠다고 덧붙였습니다.

※ '당신의 제보가 뉴스가 됩니다'
[카카오톡] YTN 검색해 채널 추가
[전화] 02-398-8585
[메일] social@ytn.co.kr",2024.05.16. 오후 4:03,https://n.news.naver.com/mnews/article/052/0002036197,YTN
정치,"文 ""김정은·트럼프 솔직해서 좋았다… 아베는 '속 알 수 없는 사람'","회고록 '변방에서 중심으로' 발간
""김정은, 美와 대화 경험 없어 고충 털어놔""
""트럼프, 직접 '최상의 케미' 수차례 강조""
""아베, 만나면 좋은 얼굴 돌아서면 진전 없어""
문재인(오른쪽) 전 대통령과 김정은(왼쪽) 북한 국무위원장, 도널드 트럼프 전 미국 대통령이 2019년 6월 30일 판문점 자유의집 앞에서 만나 나란히 걸어가고 있다. 판문점=AP 연합뉴스


문재인 전 대통령의 회고록이 17일 출간됐다. 외교·안보를 중심으로 한 주요 정책 결정, 그 과정에서의 급박했던 국제 정세, 해외 정상들과 만났던 소회 등을 담았다. 특히 문 전 대통령은 재임 당시 남북정상회담의 당사자이자 북미정상회담의 중재자로서 만난 김정은 북한 국무위원장과 도널드 트럼프 전 미국 대통령에 대한 일화들, 힘겨루기를 펼쳤던 아베 신조 전 일본 총리에 대한 인상평을 남겨 눈길을 끌었다.

문재인 전 대통령 회고록 '변방에서 중심으로'의 책 표지. 교보문고


문 전 대통령은 먼저 김 위원장과 관련해 ""내게 보여준 김 위원장의 모습은 매우 솔직했다""고 회상했다. 그 이유로는 ""(김 위원장이) 미국과 처음으로 정상회담을 하는 것에 대한 기대와 함께 아무런 경험이 없다는 것에 대한 걱정도 이야기했다""며 ""어떻게 접근하면 좋을지 질문이 많았다""고 설명했다.

트럼프 전 대통령에 대해서도 ""솔직해서 좋았다""고 했다. 문 전 대통령은 ""트럼프 대통령 스스로 '문 대통령과 최상의 케미(호흡·성향)라고 여러 번 얘기할 정도""라며 서로 쿵짝이 잘 맞았다는 점을 강조했다. 이어 ""무례하고 거칠다는 평가도 있지만, 나는 그가 솔직해서 좋았다""며 ""웃는 얼굴을 하지만 행동은 달라서 속을 알 수 없는 사람이 오히려 상대하기 힘들다""고 털어놓기도 했다.

2019년 4월 미국 워싱턴 백악관에서 열린 미일정상회담에 앞서 도널드 트럼프(오른쪽) 당시 미국 대통령과 아베 신조 일본 총리가 웃으며 취재진의 질문에 답하고 있다. 워싱턴=AP 연합뉴스


바로 그 '속을 알 수 없는 사람'의 대표 사례가 아베 전 일본 총리였다. 문 전 대통령은 ""아베 총리는 만나는 순간에는 좋은 얼굴로 부드럽게 말하지만, 돌아서면 전혀 진전이 없었다""고 당시를 떠올렸다. 문 전 대통령은 재임 후반기 수출규제와 강제징용 문제로 일본과 대립각을 세웠다. 회고록에는 당시 우리 정부가 여러 해법을 제시했지만, 일본 총리실에서 모든 방안을 거부했다는 사실도 최초로 공개했다.

문 전 대통령은 재임 기간 김 위원장과 3번의 남북정상회담(2018년 4·5·9월)을 가졌고, 트럼프 전 대통령과 수차례의 한미정상회담을 했다. 싱가포르(2018년 6월)와 하노이(2019년 2월)에서 열린 두 번의 북미정상회담과 남북미 판문점회동(2019년 6월) 때는 북미를 잇는 중재자 역할을 했다.",2024.05.17. 오후 2:51,https://n.news.naver.com/mnews/article/469/0000801862,한국일보
정치,"추경호, '채상병 특검' 거부 전체 당론 입장 변화 없어""","""국회부의장 선출 일정, 시간 두고 정황 보겠다""
조국 '4년 중임제' 개헌 시사엔 ""개원 후 입장 정할 것""
추경호 국민의힘 원내대표가 17일 오전 서울 여의도 국회에서 열린 원내대책회의에서 발언하고 있다. [사진=곽영래 기자]


추경호 국민의힘 원내대표는 16일 '채상병 특검법' 국회 재표결 시 당 내 이탈표가 발생할 가능성에 대해 ""의원 전체가 당론을 지키는 데 입장 변화가 없고, 다수 의원들도 공감하고 있다""고 일축했다.

추 원내대표는 이날 오전 국회에서 열린 원내대책회의 직후 기자들과 만나 ""대부분의 의원들이 우리 당의 기본 입장에 변화 없이 함께하고 있다""며 이같이 밝혔다.

그는 ""공개적으로 (찬성을) 이야기하시는 분들과 관련해서도 대화를 할 예정""이라며 ""(의원들은) 당 지도부와 늘 함께할 것""이라고 강조했다. 현재 당 내에선 김웅, 안철수 의원 등이 채상병 특검에 대해 재표결 시 찬성표를 던지겠다고 공식화 한 상황이다.

추 원내대표는 국민의힘 몫의 국회부의장 선출에 대해선 ""아직 일정에 관해 특별히 생각하고 있지는 않다""며 ""후보군들이 구체적인 말씀이 없고 간접적으로 얘기만 듣는 상황이라, 시간을 두고 정황을 보겠다""고 했다.

민주당과의 상임위원장 배분 협상을 두고도 ""여야 간 협치가 사라지면 대립과 갈등만 증폭될 것""이라며 ""그런 모습은 국민들이 결코 원하는 모습이 아니라고 본다""고 했다. 그러면서 ""야당, 원내대표단과 계속 대화하고 협의하겠다""고 강조했다.

조국 조국혁신당 대표가 대통령 4년 중임제 등 개헌 요구를 꺼내든 것과 관련해서는 ""국가 거버넌스에 관한 문제는 여러 논의가 있을 수 있어, 당 내 말을 들어보고 개원 후에 정확한 입장을 정하겠다""고 밝혔다.",2024.05.17. 오전 10:28,https://n.news.naver.com/mnews/article/031/0000837327,아이뉴스24
정치,"한·캄보디아, 전략적 동반자 관계로… 尹 정상 외교 재개 시동","한·캄보디아 정상회담… 협력 관계 발전
韓 기업 '특별경제구역' 제안 비롯 포괄 협력
월말부터 한중일·평화 정상회의 등 외교 일정
윤석열 대통령이 16일 용산 대통령실 청사에서 열린 한·캄보디아 정상회담에서 훈 마넷 캄보디아 총리와 기념 촬영을 하고 있다.


윤석열 대통령과 훈 마넷 캄보디아 총리가 16일 정상회담을 갖고 양국 재수교 27년 만에 '전략적 동반자 관계' 정립에 합의했다. 양측은 한국 기업을 위한 특별경제구역(SEZ) 설정을 모색하는 등 안보·국방·경제·개발 등 다방면에서 협력 확대 방안을 논의했다. 윤 대통령은 이번 회담을 시작으로 올해 초부터 숨고르기에 들어갔던 정상 외교를 본격 재개할 전망이다.

27년 만의 '전략적 동반자 관계' 담은 공동성명 발표


윤 대통령과 훈 마넷 총리는 이날 용산 대통령실에서 정상회담을 열고 '한국-캄보디아 전략적 동반자 관계 수립에 관한 공동성명'을 채택했다. 한국과 캄보디아는 1997년 재수교한 이래 교류를 이어왔지만, 양자 간 특별관계에 대한 명칭을 부여하진 않았다. 김태효 국가안보실 1차장은 ""새로운 전략적 동반자 관계를 기점으로 정치·국방·외교·경제·금융·사회·문화·기후변화·환경 이슈를 망라한 포괄적 협력 관계를 발전시켜나가기로 합의했다""고 밝혔다.

공동성명엔 △한·캄보디아 공동위원회 정례화 △하반기 중 한국 해군 함정의 캄보디아 최초 기항 추진 △캄보디아개발위원회(CDC)·주캄보디아 대사관 간 정례협의체 신설 △SEZ 설정을 위한 협력 환경을 조성 등 내용이 포함됐다.

회담을 계기로 '2022년-2026년 대외경제협력기금(EDCF) 차관에 관한 기본약정의 개정의정서'도 체결됐다. 기간을 2022~2030년으로 늘리고, 가용 금액은 15억 달러에서 30억 달러로 증액하는 내용이다. 이 외에 △투자 협력에 관한 양해각서(MOU) △지식재산분야 심화 협력에 관한 MOU △마약류 단속에 대한 상호협력 강화 의향서 △산업인재 양성 프로그램에 관한 MOU △지방도로사업 4차 대외경제협력기금 차관 계약 등 5개 문서가 체결됐다.

이번 회담은 올해 아세안(ASEAN·동남아시아국가연합) 상대 정상외교의 출발점이라는 의미도 갖는다. 10월 우리나라에서 개최 예정인 한·아세안 정상회의에서는 아세안이 상대국과 맺는 최상위 관계인 '포괄적 전략 동반자 관계' 격상이 추진된다. 훈 마넷 총리는 한국의 인도·태평양 전략과 한·아세안 연대구상(KASI) 및 올해 한·아세안 '포괄적 전략 동반자 관계' 격상에 대해 지지 의사를 밝혔다. 또 북한의 유엔 안전보장이사회 결의 준수 촉구 및 한국의 '담대한 구상' 전략에 대한 지지 의사도 거듭 표명했다.

한중일, 아프리카, 나토… 외교 일정 이어질 듯


윤 대통령은 올해 들어 해외 순방을 한 차례도 나가지 않았다. 지난해 12월까지 13차례 순방을 다닌 것과 대조적이다. 올해 2월 독일·덴마크 순방이 잡혀 있었지만 의료계 집단행동 사태와 4월 총선을 앞둔 정치적 부담 등을 감안해 일정을 순연했다. 총선 이후엔 방한한 루마니아·앙골라 대통령과 한국에서 정상회담을 진행했다.

잠잠했던 외교 일정은 이달부터 본격 재개될 전망이다. 당장 한중일 정상회의가 26, 27일 서울 개최로 조율 중이다. ""자유무역 추진을 골자로 하는 공동성명을 추진 중""이라는 보도가 일본 언론에서 나오는 등 구체적인 회담 의제도 거론되는 단계다. 이에 대해 대통령실 고위 관계자는 ""3국 경제 체제가 다르다. 기업들이 안심하고 활동할 수 있도록 환경을 만들어주는 것이 3국의 의무이기도 하다""면서도 ""어떻게 협의를 할지는 초기 단계""라고 설명했다. 이어 내달 4, 5일 한국에서 한·아프리카 정상회의가 열린다.

해외 순방 일정도 재개될 전망이다. 볼로디미르 젤렌스키 우크라이나 대통령이 윤 대통령을 6월 중순 스위스에서 열릴 예정인 우크라이나 평화 정상회의에 초청했고, 7월 미국 워싱턴에서 열리는 북대서양조약기구(NATO·나토) 정상회의도 있다.",2024.05.16. 오후 7:01,https://n.news.naver.com/mnews/article/469/0000801738,한국일보
정치,"민주, 의장 경선 '여진'...우원식 ""갈라치기"" vs 정청래 ""오해 푸시길""","추미애 패배에 강성 당원 반발 이어져
더불어민주당이 22대 국회전반기 의장 경선 결과와 관련해 당내 후폭풍이 계속되는 모습입니다.
사진=연합뉴스

우원식 의원이 의장 후보로 선출되며 추미에 당선인이 이른바 '명심'을 등에 업고 승리할 것이란 관측이 엇나가자 당원들의 반발이 이어지고 있습니다.

정치권에 따르면 오늘(17일) 민주당 당원 게시판과 이재명 대표 팬카페 등에는 투표 명단 공개 요구, 탈당 시사 등의 글이 잇따르고 있습니다.

이에 정청래 최고위원은 이날 국회에서 열린 최고위원회의에서 의장 후보 경선 결과를 두고 ""상처받은 당원과 지지자들에게 미안하다""고 말했습니다.

그러면서 ""지도부는 당원이 주인이 되는 정당의 건설을 위해 노력했다""며 ""역사는 항상 앞으로만 전진하지는 않는다""고도 했습니다.

앞서 정 최고위원은 어제(16일)도 SNS에 ""당원이 주인인 정당, 아직도 갈 길이 멀다""고 쓴 바 있습니다.

이에 우 의원은 오늘(17일) MBC라디오 '김종배의 시선집중'에 나와 ""최고위원은 책임 있는 국회의원인데 그렇게 말하는 건 적절치 않다""며 불쾌한 기색을 보였습니다.

우 의원은 ""총선 당선자들의 판단과 당원을 분리하고 갈라치기 하려는 것 아닌가""라며 ""수석 최고위원으로서 아주 부적절한 발언""이라고 비판했습니다.

이후 정 최고의원은 오늘(17일) SNS에 ""제 뜻은 그게 아닙니다""라는 글을 올렸습니다.

정 최고위원은 ""당심(당원들의 마음)과 의심(국회의원들의 마음)의 차이가 너무 멀었고, 실망하고 분노한 당원들이 실재한다""며 ""누구라도 나서서 위로하고 간극을 메워야 하는 노력이 필요하지 않겠나. 그 노력을 제가 자임한 것""이라고 밝혔습니다.

그러면서 ""갈라치기할 의도도 마음도 손톱만큼도 상상한 적이 없다""며 ""신임 의장 후보자께서도 이 점을 헤아려주시고 당원과 지지자들의 바람대로 잘 해주면 된다. 오해는 푸시길 부탁드린다""고 덧붙였습니다.",2024.05.17. 오후 1:30,https://n.news.naver.com/mnews/article/057/0001818218,MBN
정치,"우원식 “국회 빠른 속도 개원…6월 중 상임위 배분 끝내야”","제22대 국회 전반기 의장 후보로 선출된 우원식 더불어민주당 의원이 “절차대로 국회를 빠른 속도로 개원하겠다”는 뜻을 밝혔습니다.

우 의원은 오늘(17일) MBC 라디오 ‘김종배의 시선집중’에 출연해 “국회를 빠른 속도로 개원해 국민을 위해서 일할 수 있도록 하는 게 국회의장이 해야될 일이라고 생각한다”고 말했습니다.

우 의원은 ‘개원 협상이 지지부진하다면 6월 중 의장으로서 권한을 발동해 상임위 배분을 끝낼 생각이냐, 데드라인(한계)이 있냐’는 사회자 질문에는 “6월 중으로 끝내야 되지 않겠나”라고 답했습니다.

또 ‘만약 법안이 법사위에서 가로막혀 상임위에서 본회의로 직회부되는 경우, 모두 상정할 것이냐’는 질문에 “기준이 명확하다”며 “그런 법안들이 국민에게 이득이 되느냐, 국민의 권리를 지키느냐, 그걸 기준으로 봐야 되는 것”이라고 밝혔습니다.

우 의원은 CBS 라디오 ‘김현정의 뉴스쇼’에 출연해서도 “협의와 협치가 필요하다고 생각한다”면서도 “국회의장은 그냥 단순한 사회자가 아니다”라고 강조했습니다.

그러면서 “중립이라고 하는 것은 아무 가치가 없는 게 아니고, 양쪽이 합의가 안 되면 아무것도 안 한다, 이런 게 아니라고 생각한다”고 강조했습니다.

우 의원은 “과거 우리 국회의장들께서 합의가 안 되면 아무것도 안 하겠다, 이런 느낌을 유권자, 국민들에게 느끼게 했던 것 같다”며 “국민의 요구를 어떻게 하면 제대로 반영해 나갈 것인가 그거를 고민하고 활동해 나가겠다”고 설명했습니다.

[사진 출처 : 연합뉴스]

■ 제보하기
▷ 전화 : 02-781-1234, 4444
▷ 이메일 : kbs1234@kbs.co.kr
▷ 카카오톡 : 'KBS제보' 검색, 채널 추가
▷ 네이버, 유튜브에서 KBS뉴스를 구독해주세요!",2024.05.17. 오전 11:13,https://n.news.naver.com/mnews/article/056/0011722996,KBS
